Status,Site,Hostname,Type,Last User,OS,Serial Number,Description,Last Seen,MAC Address(es),Device CPU
Online,CRMC,CRMCDT263,Desktop,CRMC\a.brar,Microsoft Windows 10 Pro 10.0.19045,H2KHR22,CRMCDT623,2025-03-26T23:48:46Z,"34:17:EB:D9:79:01, E8:B1:FC:37:97:3B, E8:B1:FC:37:97:3F",Intel(R) Core(TM) i5-4590T CPU @ 2.00GHz
Online,CRMC,CRMCDT266,Desktop,CRMC\s.garcia,Microsoft Windows 10 Pro 10.0.19045,BGQFH02,CRMCDT266,2025-03-26T23:48:46Z,"04:0C:73:E3:90:2F, F8:B1:56:CB:D7:8A",Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz
Online,CRMC,CRMCDT267,Desktop,CRMC\a.carranza,Microsoft Windows 10 Pro 10.0.19045,FLHM6Y1,CRMCDT267,2025-03-26T23:48:46Z,B8:CA:3A:94:C2:D2,Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz
Online,CRMC,CRMCDT269,Desktop,CRMC\b.martinez1,Microsoft Windows 10 Pro 10.0.19045,BJJ5K02,CRMCDT269,2025-03-26T23:48:46Z,"F8:B1:56:DF:44:24, 04:0C:73:A3:8B:59",Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz
Online,CRMC,CRMCDT270,Desktop,CRMC\m.salazar,Microsoft Windows 10 Pro 10.0.19045,5CPJGY1,CRMCDT270,2025-03-26T23:48:46Z,B8:CA:3A:AC:00:75,Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz
Online,CRMC,CRMCDT271,Desktop,CRMC\j.Matias,Microsoft Windows 10 Pro 10.0.19045,9XB6BY1,CRMCDT271,2025-03-26T23:48:46Z,B8:CA:3A:9D:8E:96,Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz
Online,CRMC,CRMCDT295,Desktop,CRMC\r.navarro,Microsoft Windows 10 Pro 10.0.19045,PC0FB7CJ,CRMCDT295,2025-03-26T23:48:46Z,00:23:24:C8:90:A3,Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz
Online,CRMC,CRMCDT296,Desktop,CRMC\j.aguilera,Microsoft Windows 10 Pro 10.0.19045,2UA4330HHF,CRMC242,2025-03-26T23:48:46Z,40:A8:F0:5D:E5:A5,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz
Online,CRMC,CRMCDT303,Desktop,CRMC\d.ervin,Microsoft Windows 10 Pro 10.0.19045,PC05C3Q3,CRMCDT303,2025-03-26T23:48:46Z,D8:CB:8A:6A:EE:02,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz
Online,CRMC,crmcdt320,Desktop,CRMC\r.kelly,Microsoft Windows 10 Pro 10.0.19045,MEDNB24T-13042,CRMCDT320,2025-03-26T23:48:46Z,"8C:55:4A:D7:50:E6, 00:0D:05:08:D1:4F, 00:0D:05:08:D1:4E, 8C:55:4A:D7:50:EA",Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz
Online,CRMC,CRMCDT330,Desktop,CRMC\a.carranza,Microsoft Windows 10 Pro 10.0.19045,MXL4110Y67,DESKTOP-LIRL00I,2025-03-26T23:48:46Z,"90:DE:80:5C:E8:A5, A0:48:1C:87:82:AE, 90:DE:80:5C:E8:A6, 00:2E:2D:AD:61:85",Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz
Online,CRMC,CRMCDT332,Desktop,CRMC\c.saesee,Microsoft Windows 10 Pro 10.0.19045,MEDNB24T-13731,CRMCCN332,2025-03-26T23:48:46Z,"18:CC:18:54:95:A2, 00:0D:05:09:89:60, 00:0D:05:09:89:61, 18:CC:18:54:95:A6, 1A:CC:18:54:95:A2",Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz
Online,CRMC,CRMCDT340,Desktop,CRMC\l.greenwald,Microsoft Windows 10 Pro 10.0.19045,MEDNB24T-10019,CRMCWOW301,2025-03-26T23:48:46Z,"8C:55:4A:D7:E4:34, 00:0D:05:09:31:48, 00:0D:05:09:31:49, 8C:55:4A:D7:E4:38",Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz
Online,CRMC,CRMCDT345,Desktop,CRMC\jchhoeum,Microsoft Windows 10 Pro 10.0.19045,C865X12,CRMCDT308,2025-03-26T23:48:46Z,34:17:EB:BA:07:9A,Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz
Offline,CRMC,CRMCDT350,Desktop,CRMC\K.Dios,Microsoft Windows 10 Pro 10.0.19045,3PGYSX1,CRMCDT350,2025-03-19T03:03:51Z,"00:0F:02:4B:60:35, E4:F8:9C:60:81:F5, 74:E6:E2:E1:7F:8D, E4:F8:9C:60:81:F9",Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz
Online,CRMC,CRMCFS,Server,CRMC\parsunjits,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-56 4d 90 cb d6 e7 06 f1-9c 43 e4 49 60 04 c9 54,CRMCFS,2025-03-26T23:48:46Z,00:0C:29:04:C9:54,Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz
Offline,CRMC,CRMCLT0029,Laptop,CRMC\a.brar,Microsoft Windows 11 Pro 10.0.22631,FYN4563,CRMCLT0029,2025-03-26T03:30:59Z,08:5B:D6:14:40:7E,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz
Online,CRMC,CRMCLT302,Laptop,CRMC\maria.r,Microsoft Windows 10 Pro 10.0.19045,5CG4511T47,CRMCLT302,2025-03-26T23:48:46Z,"AC:B5:7D:42:22:D3, 38:63:BB:BA:B3:5E, 5C:93:A2:C5:89:D7",Intel(R) Core(TM) i3-4030U CPU @ 1.90GHz
Online,CRMC,CRMCLT306,Laptop,CRMC\i.rossel,Microsoft Windows 11 Pro 10.0.26100,3WNPM33,CRMCLT306,2025-03-26T23:48:46Z,"08:D2:3E:C8:A4:E7, 08:D2:3E:C8:A4:EB, 88:A7:95:58:5A:5C",Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz
Online,CRMC,CRMCLT307,Laptop,CRMC\e.gonzalez1,Microsoft Windows 11 Pro 10.0.26100,BL1BM33,CRMCLT307,2025-03-26T23:48:46Z,"E4:5E:37:95:9A:52, E4:5E:37:95:9A:56, 90:8B:B5:58:5A:56",Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz
Online,CRMC,crmclt316,Laptop,CRMC\s.kolach,Microsoft Windows 10 Pro 10.0.19045,R90AR501,CRMCLT316,2025-03-26T23:48:46Z,"E8:B1:FC:0C:0E:D1, 54:EE:75:31:99:5D",Intel(R) Core(TM) i7-4700MQ CPU @ 2.40GHz
Offline,CRMC,CRMCLT328,Laptop,CRMCLT328\paul.griffin,Microsoft Windows 10 Pro 10.0.19045,8P4PP13,CRMCLT328,2025-03-26T23:16:00Z,"E8:6F:38:4D:82:9D, E8:6F:38:4D:82:9E, 50:3E:AA:89:F4:83",Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz
Offline,CRMC,CRMCLT329,Laptop,CRMC\j.balatbat,Microsoft Windows 10 Pro 10.0.19045,R90FA4X9,CRMCMC259,2025-03-18T05:14:23Z,"CC:3D:82:2C:DE:59, 54:EE:75:45:59:46, CC:3D:82:2C:DE:5D, 9C:53:22:03:6E:76",Intel(R) Core(TM) i7-4700MQ CPU @ 2.40GHz
Offline,CRMC,CRMCLT334,Laptop,CRMC\k.fayyaz,Microsoft Windows 10 Pro 10.0.19045,BPZBYY2,CRMCLT334,2025-03-21T17:17:07Z,"40:74:E0:2A:CB:F0, 34:48:ED:08:50:5F, 40:74:E0:2A:CB:F4, 42:74:E0:2A:CB:F0, 34:48:ED:08:50:5F",Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz
Online,CRMC,CRMCLT338,Laptop,CRMCLT338\Support,Microsoft Windows 10 Pro 10.0.19045,5CG4450ZWT,DESKTOP-90LTQRM,2025-03-26T23:48:46Z,"80:19:34:92:C7:4B, 38:63:BB:B8:E9:A8, 80:19:34:92:C7:4F",Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz
Offline,CRMC,CRMCLT341,Laptop,CRMC\p.rojas,Microsoft Windows 11 Pro 10.0.22631,CQXC8T2,CRMCLT341,2025-02-07T21:17:33Z,"0C:96:E6:B4:21:2F, 3C:2C:30:F1:6B:39, 0C:96:E6:B4:21:30",Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz
Offline,CRMC,CRMCLT346,Laptop,CRMC\m.vega,Microsoft Windows 10 Pro 10.0.19045,J18YSJ2,CRMCLT346,2025-02-04T04:11:19Z,"44:03:2C:FA:12:0C, 44:03:2C:FA:12:10",Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz
Online,CRMC,CRMCLT347,Laptop,CRMC\k.aceves,Microsoft Windows 10 Education 10.0.19045,J00MX02,CRMCLT347,2025-03-26T23:48:46Z,"E8:2A:EA:2F:08:46, E8:2A:EA:2F:08:4A, EA:2A:EA:2F:08:46, C8:A3:62:04:20:3F, 9C:53:22:03:6E:4C",Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz
Online,CRMC,CRMCLT348,Laptop,CRMC\K.Dios,Microsoft Windows 11 Pro 10.0.26100,BSFSJZ3,CRMCLT348,2025-03-26T23:48:46Z,"A8:3B:76:2B:06:3F, A8:3B:76:2B:06:40, 14:EB:B6:A9:7A:86",11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz
Offline,CRMC,CRMCLT349,Laptop,CRMC\a.alaniz,Microsoft Windows 11 Pro 10.0.26100,5056ZW2,CRMCLT349,2025-03-26T23:12:52Z,"3C:F0:11:65:7B:0B, 3C:F0:11:65:7B:0F",Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz
Online,CRMC,CRMCLT352,Laptop,CRMC\a.berna,Microsoft Windows 11 Pro 10.0.22631,8ZP1514,CRMCLT352,2025-03-26T23:48:46Z,"58:CD:C9:3B:34:F1, 58:CD:C9:3B:34:F2",13th Gen Intel(R) Core(TM) i5-1334U
Offline,CRMC,CRMCLT360,Laptop,,Microsoft Windows 11 Pro 10.0.22631,1N5PVH3,CRMCLT360,2025-03-11T20:23:40Z,"14:AC:60:69:B8:3B, 14:AC:60:69:B8:3C",11th Gen Intel(R) Core(TM) i5-1155G7 @ 2.50GHz
Online,CRMC,CRMCMC234,Desktop,CRMC\m.salazar,Microsoft Windows 10 Pro 10.0.19045,GWC5H63,CRMCMC234,2025-03-26T23:48:46Z,"A4:BB:6D:4D:4C:33, A4:B1:C1:42:F6:BC, A4:B1:C1:42:F6:C0",Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz
Offline,CRMC,CRMCMC243,Desktop,CRMC\v.ortiz,Microsoft Windows 10 Pro 10.0.19045,32CB0M2,CRMCMC243,2025-03-26T23:40:48Z,14:B3:1F:22:51:D3,Intel(R) Core(TM) i5-7500T CPU @ 2.70GHz
Online,CRMC,CRMCMC254,Desktop,CRMC\m.quezada,Microsoft Windows 10 Pro 10.0.19045,MEDNB24T-9036,CRMCMC254,2025-03-26T23:48:46Z,"8C:55:4A:D7:A9:97, 00:0D:05:09:6B:5B, 00:0D:05:09:6B:5A, 8C:55:4A:D7:A9:9B",Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz
Offline,CRMC,CRMCMC256,Desktop,CRMC\m.gomez,Microsoft Windows 10 Pro 10.0.19045,327B0M2,CRMCMC256,2025-03-26T22:25:57Z,"14:EB:B6:A9:71:76, 14:B3:1F:22:50:02, 00:09:0F:FE:00:01, 00:09:0F:AA:00:01",Intel(R) Core(TM) i5-7500T CPU @ 2.70GHz
Online,CRMC,CRMCMC258,Desktop,CRMC\e.gonzales,Microsoft Windows 10 Pro 10.0.19045,32CF0M2,CRMCMC258,2025-03-26T23:48:46Z,14:B3:1F:22:52:39,Intel(R) Core(TM) i5-7500T CPU @ 2.70GHz
